Country,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW)
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2008,,
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2009,,
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2010,,
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2011,,
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2012,,
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2013,,
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2014,,
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2015,,
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2016,,
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2017,,
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2018,,
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2019,,
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2020,,
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2021,,
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,All types,2022,,
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2000,3348,533
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2001,3432,533
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2002,3374,533
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2003,3484,535
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2004,3374,535
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2005,3226,535
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2006,3081,532
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2007,3043,532
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2008,2750,532
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2009,2886,535
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2010,2632,537
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2011,2676,537
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2012,2609,512
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2013,2603,512
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2014,2620,508
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2015,2595,516
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2016,2501,526
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2017,2457,471
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2018,2524,473
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2019,2847,481
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2020,2992,487
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2021,3008,487
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2022,2980,437
Japan,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2023,,428
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2001,,5727
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2002,,5727
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2003,,5727
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2004,,5710
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2005,,5710
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2006,,5710
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2007,,5710
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2008,,5710
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2009,,5710
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2010,,5625
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2011,,5625
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2012,,5625
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2013,,5625
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2014,,5625
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2015,,5625
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2016,,5574
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2017,,5574
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2018,,5574
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2019,,5574
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2020,,5574
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2021,,5494
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2022,,5494
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2023,,5494
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2000,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2001,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2002,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2003,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2004,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2005,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2006,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2007,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2008,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2009,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2010,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2011,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2012,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2013,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2014,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2015,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2016,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2017,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2018,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2019,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2020,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2021,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,All types,2022,,
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2000,84048,22019
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2001,81154,21621
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2002,80871,21697
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2003,94734,22005
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2004,93423,22049
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2005,76925,22132
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2006,88568,22199
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2007,73823,21824
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2008,77172,21852
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2009,78566,21784
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2010,83801,22362
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2011,84918,22145
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2012,76529,22190
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2013,79391,22188
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2014,83532,22248
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2015,87118,22486
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2016,79484,22587
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2017,83795,22544
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2018,80969,22566
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2019,79993,22562
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020,78807,22562
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021,78792,22538
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022,77235,22617
Japan,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2023,,22635
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2000,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2001,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2002,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2003,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2004,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2005,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2006,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2007,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2008,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2009,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2010,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2011,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2012,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2013,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2014,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2015,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2016,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2017,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2018,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2019,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2020,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2021,,
Japan,Total Renewable,Marine energy,Marine energy,Marine energy,All types,2022,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2000,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2001,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2002,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2003,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2004,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2005,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2006,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2007,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2008,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2009,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2010,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2011,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2012,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2013,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2014,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2015,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2016,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2017,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2018,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2019,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2020,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2021,,
Japan,Total Renewable,Solar energy,Solar energy,Solar energy,All types,2022,,
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2000,357,330
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2001,547,453
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2002,644,637
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2003,857,860
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2004,1118,1132
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2005,1420,1422
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2006,1721,1708
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2007,1972,1919
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2008,2206,2144
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2009,2657,2627
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2010,3543,3618
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2011,4839,4914
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2012,6613,6632
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2013,12880,13599
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2014,22952,23339
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2015,34802,34150
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2016,45761,42040
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2017,55068,49500
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2018,62668,56162
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2019,69381,63192
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020,79087,71868
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021,86080,78413
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022,92614,85066
Japan,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2023,,89077
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2003,2.1,1.2
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2004,2.1,1.2
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2005,2.1,1.2
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2006,2.1,1.2
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2007,19.6,11.2
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2008,19.6,11.2
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2009,19.6,11.2
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2010,44.1,25.2
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2011,44.1,25.2
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2012,44.275,25.3
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2013,86.975,49.7
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2014,86.975,49.7
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2015,92.75,60
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2016,105,65
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2017,105,65
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2018,105,65
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2019,105,66
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2020,105,59
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2021,105,52
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2022,105,190
Japan,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2023,,190
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2000,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2001,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2002,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2003,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2004,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2005,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2006,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2007,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2008,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2009,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2010,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2011,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2012,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2013,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2014,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2015,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2016,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2017,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2018,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2019,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2020,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2021,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2022,,
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2000,109,84
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2001,252,175
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2002,415,277
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2003,830.9,506.8
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2004,1307.9,767.8
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2005,1748.9,1225.8
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2006,2164.9,1803.8
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2007,2594.4,1515.8
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2008,2922.4,1744.8
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2009,3593.4,1985.8
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2010,3972.9,2268.8
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2011,4632.9,2393.8
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2012,4793.725,2536.7
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2013,5100.025,2596.3
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2014,5130.025,2703.3
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2015,5487.25,2749
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2016,6061,3140
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2017,6385,3418
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2018,7376,3433
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2019,7513,3886
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020,8865,4061
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021,9308,4210
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022,9192,4293
Japan,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2023,,5153
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,All types,2001,,
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,All types,2002,,
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,All types,2003,,
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,All types,2005,,
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,All types,2007,,
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,All types,2008,,
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,All types,2009,,
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,All types,2012,,
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,All types,2013,,
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2000,398140.12,69255.873
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2001,402047.481,70782.401
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2002,418916.924,73144.439
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2003,439273.367,74691.477
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2004,458737.311,78068.515
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2005,476193.254,79338.553
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2006,494049.503,82408.265
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2007,523625.25,87691.5
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2008,551805.622,90953.5
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2009,593391.8,100539.75
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2010,627240.848,112547.75
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2011,672806.332,133761.25
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2012,739146.838,153792.25
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2013,819309.006,169809.185
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2014,888706.619,190390.218
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2015,980783.974,213210.836
India,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2016,1044447.812,218588.736
