Country,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW)
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2004,6.23,7
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2005,6.23,7
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2006,7.12,8
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2007,7.12,8
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2008,7.387,8.3
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2009,7.743,8.7
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2010,8.099,9.1
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2011,8.455,9.5
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2012,8.9,10
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2013,9.79,11
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2014,11.57,13
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2015,13.35,15
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2016,23.763,26.7
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2017,39.961,44.9
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2018,47.271,53.113
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2019,91.255,102.534
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020,66.774,141.533
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021,92.966,186.534
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022,172.866,346.972
Norway,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2023,,646.972
Norway,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2009,5,2.3
Norway,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2010,5,2.3
Norway,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2011,6,2.3
Norway,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2012,5,2.3
Norway,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2013,5,2.3
Norway,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2014,6,2.3
Norway,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2015,7,2.3
Norway,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2016,5,2.3
Norway,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2017,5,2.3
Norway,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2018,5,2.3
Norway,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2019,5,2.3
Norway,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2020,5,2.3
Norway,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2021,5,2.3
Norway,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2022,5,2.3
Norway,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2023,,2.3
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2000,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2001,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2002,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2003,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2004,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2005,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2006,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2007,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2008,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2009,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2010,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2011,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2012,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2013,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2014,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2015,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2016,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2017,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2018,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2019,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2020,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2021,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,All types,2022,,
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2000,31,13
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2001,27,13
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2002,75,97
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2003,218,97
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2004,252,152
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2005,499,265
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2006,636,284
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2007,892,348
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2008,913,395
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2009,972,420.7
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2010,874,422.7
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2011,1277,509.7
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2012,1543,702.7
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2013,1876,815.7
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2014,2211,856.7
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2015,2508,864.7
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2016,2111,880.7
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2017,2849,1204.7
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2018,3871.856,1707.7
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2019,5519.508,2911.7
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020,9907.532,4027.7
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021,11764.184,5046.7
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022,14804.859,5059.7
Norway,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2023,,5062.7
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2000,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2001,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2002,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2003,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2004,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2005,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2006,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2007,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2008,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2009,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2010,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2011,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2012,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2013,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2014,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2015,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2016,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2017,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2018,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2019,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2020,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2021,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Combined Heat and Power (CHP),2022,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2000,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2001,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2002,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2003,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2004,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2005,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2006,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2007,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2008,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2009,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2010,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2011,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2012,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2013,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2014,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2015,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2016,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2017,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2018,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2019,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2020,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2021,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,Heat (Commercial),2022,,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2000,304162,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2001,301647,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2002,306593,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2003,314555,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2004,308383,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2005,297753,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2006,298419,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2007,308291,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2008,285439,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2009,260253,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2010,273457,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2011,272381,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2012,286113,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2013,299010,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2014,284910,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2015,283710,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2016,273196,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2017,252823,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2018,238974,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2019,181807,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020,143699,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021,174864,
Germany,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2022,189467,
Germany,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2000,,78850
Germany,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2001,,76840
Germany,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2002,,78436
